1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2,1.131352413,4,3,2,8,1.131352413,2,2,8,2,8,2.868647587,6,3,7,0
3,7,5,5,3,6.011317954,3,2,2,4.011317954,2,7.011317954,2,5.011317954,2,6,0
2,2,4,4,2,8,2,1.605486262,2,7.605486262,2,8,2,6.394513738,3,7,0
3.327622272,10.32762227,6.327622272,7.327622272,2.327622272,7,3.327622272,3,2.672377728,7,1,8,3,6,3,7.327622272,0
3,5,5,3,2,8,2,2,2,7.744964539,1.744964539,8,2,6,2.744964539,7,0
3,8,5.370321519,5.629678481,2.629678481,6,5,3,0,6,1,8,2,6.370321519,1.370321519,7,0
5,12.45380137,5,6.453801373,3.453801373,12,2,4,1.546198627,11,3,11,4,3.546198627,4,11,0
3,7,5,5,3,11,2,3,2,10,2,9,2,6,3,8.414412319,0
3,6.725436535,5,4.725436535,3,7.274563465,3,2,2,5.274563465,2,7.725436535,2,6,2,6,0
2,3,3,2,1,9.701935037,2,1.701935037,1,8.701935037,2,9,1,6,1,8,0
5.401541373,6.401541373,7.401541373,5.401541373,5.401541373,7.598458627,7.598458627,3,4.803082747,7,8,8.401541373,5,9.401541373,3,6,0
2,6,4,4,2,8,2.661603847,2,2,7,1.338396153,8,2,6.661603847,3,6.661603847,0
2,0,3,1,0,7.41483834,4,2,0,7,2,8,2,6.58516166,1,8,0
4,4.464416349,6.464416349,6.464416349,2,6.464416349,6.535583651,3,0,6.464416349,0,8,2.464416349,7,1,7.464416349,0
2,4,3.411072437,3,1,11.41107244,3,3,2,10.58892756,1.588927563,9,1,6,2,9,0
2,8,4,5.225717907,2,7,6,3,1,6,0,8,2,7,1.774282093,7,0
2,4.020641872,4,3.020641872,2,11,2,2,2,9,2,9,2,6,1.020641872,8,0
1,3,2,1.893772715,1,9.893772715,3,1.893772715,1,8.893772715,2.106227285,9,1,6,1,8,0
3.53090089,9,5.53090089,7,3.46909911,11.46909911,2,3.53090089,3,10,2,9,3,7.46909911,3.46909911,8.46909911,0
4,10.93364282,6,8,4,7,5,3,0.066357183,6.066357183,1,8,2,7,1.066357183,8,0
2,1,3,1,1,7,4,2,0,7,2,8,3,6,1,8,0
3.086000072,9,5.086000072,6.913999928,3,11,2.913999928,3,3.913999928,10.91399993,2,9,2,6,3,8,0
2,6.917079114,4,4,1,7.917079114,5,3,1,6.917079114,0,8,2,7,1.917079114,7.917079114,0
1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
2,6.545508108,3.545508108,4.545508108,2,10.45449189,3,2,2,9,2,9,2,6,2,8,0
5,9,7,7,5,8,2.664519514,1.335480486,2,6,2,7,3,6.006441459,4,7,0
2,3,3.147239715,2,1,10.14723972,2,2.147239715,1,9,2,9,1,6,2,8,0
4.743759734,9,4.371879867,4,2.628120133,10.37187987,3,3.628120133,1.628120133,9.628120133,4.628120133,11,4.628120133,4.371879867,4,9.628120133,0
2.334175745,6,4.334175745,4,1,8.334175745,4.665824255,3,1,7.334175745,1,8,2.334175745,6.665824255,2,8,0
2,7,4,4,1.67490876,7.32509124,4,3,1.67490876,6.32509124,1,8,2.67490876,6,2,7.32509124,0
4.316742092,9.316742092,4.316742092,4.316742092,3,10.31674209,3.316742092,4,2,10.31674209,4.366515815,10.68325791,5.316742092,4,4,10,0
4,8.90769844,6.04615078,6.90769844,4.95384922,6.95384922,5,2,3.95384922,4.95384922,1.04615078,6,3.04615078,6,4,5,0
3.014610506,9,6,6.985389494,5,6.985389494,5,2.014610506,3,4.985389494,1.985389494,6,4,5,4.985389494,5.014610506,0
3,4.136485272,5,3,2,10.13648527,1.136485272,3,2,10,2,9.863514728,2,6,2.863514728,8,0
4,10.30527651,6,8,3,9.69472349,3,2.30527651,3,8.69472349,1,8.30527651,2.30527651,6.69472349,3.69472349,9,0
5.723841193,11,7.723841193,8,7.723841193,8,8.447682387,7.723841193,4.723841193,6.276158807,6,8.276158807,3,7.276158807,8,3.723841193,0
2.219528005,7,5.219528005,5,4.109764003,7.890235997,5.109764003,2,3.109764003,6.890235997,1.890235997,6,2.109764003,5,3,7,0
2.23787545,4,4.23787545,5.23787545,2,8,5.76212455,3,1,7,0.23787545,8,2,7,2,8,0
2.074583888,6,4.074583888,4,2.074583888,11.07458389,3,2,2,9,2,9,2,6,2,8,0
5,11,8,8,4,10,2,2,3,9,1,8,2.500016804,7,3.500016804,7.500016804,0
5,12.25381926,5,6.253819261,3.253819261,11.74618074,2,4,2,11,3.253819261,11,4.253819261,3.746180739,4,10.74618074,0
2,2,4,3,2,6.08499709,2,1.91500291,2,5.08499709,2,8,2,6,2,6.08499709,0
2,1,3.362138487,2,1,7.637861513,2,2,1,6.637861513,2,8,2,7,2,7,0
7,12,6.620948827,7,3.620948827,12,1.379051173,3.620948827,1,10.62094883,4,11.62094883,4.620948827,4,4,10.24189765,0
4,11,5.187861126,8,4.187861126,7.812138874,4.812138874,2.812138874,0.187861126,7,1,8,2,6.187861126,2.812138874,7.812138874,0
3.593105839,9,5.593105839,6.593105839,4,8,2,1,2,6.406894161,2,7.593105839,2,7,3,6,0
5,10.28435057,7.284350573,8,4.284350573,9,2.284350573,2.715649427,3,8,1,8,2,7,3.715649427,7.715649427,0
3,8,5.61493567,5,2,6,4.61493567,3,0.38506433,6,1,8,2,7,2,7,0
5,13,5,7,4,11.21069029,2,4,1.789309714,11,3.789309714,11,4.789309714,3,4,10.21069029,0
4.779066414,9,7,7,5,7.779066414,2,1.779066414,2,5.779066414,2,7,3.220933586,7.558132828,4.220933586,7,0
2,2,4,3,1.512156367,7,2.487843633,2,2,6,1,8,2,6,2,7,0
4,8.984786963,6.969573926,6,4,8,3,1,2,5.015213037,2,8,2.984786963,5.015213037,2.984786963,6.984786963,0
3,2,5,3,2,8,2,2,2,6.984333957,1,8,2,6,2,7,0
2,4,4,3,2,7.568485529,2,2,2,6.136971059,2,8,2,5.568485529,2,7,0
3,1.45085768,5,3,2,8,2,2,2,7,1.45085768,8,2,7,2,7,0
5,9.227688514,8.772311486,7.227688514,6,5.227688514,5,2,4,3.227688514,2,7,6,7,6.772311486,2.455377029,0
3,7,5,5,3,10,2,2,2,9,1.503427149,8,2,6,3.503427149,8,0
3,5,5.026400928,3,2,8,2,2,2,6.973599072,1,8,2,6,2,7,0
1.53215141,1,2.53215141,1,0.46784859,7,4,2,0.46784859,7,1,8,2,6,1,7,0
3,9,5.025604242,7,3.025604242,11,3.974395758,2,2,8.025604242,2,9,3,4.974395758,3,8,0
3,5,5,5,4,9,8,2.017454836,4,6.982545164,7.017454836,7,4,8.034909672,4,5,0
2,8,4,5,2,6.297711742,5.297711742,3,1,6,0.702288258,8,2,7,2,7,0
3,8,5,6,5,8,7.024734579,6.975265421,4,6.975265421,6,8.975265421,5,7,6.975265421,4,0
4,8.482787856,6,6.482787856,3.482787856,8.517212144,2,2,2.482787856,7,1,8,2,7,3,6.517212144,0
1,1,2.717530239,1.717530239,1,6.282469761,2.282469761,2,1,6,2,7.282469761,1,6,1.717530239,6.282469761,0
3,9,5,7,3,11.74397578,3,3,3.256024216,10.25602422,1.256024216,9,2,6,2.256024216,8,0
2,4.511415001,4,3,2,8,2,2,2,7.511415001,2,8,2,6,2,7,0
4,8.363245913,6.636754087,6,5,6,5,2.363245913,3,4,1.636754087,6,2.726491827,5.636754087,3.363245913,4.726491827,0
4.046919569,8.953080431,6,6.953080431,6,8,9,7.953080431,4.953080431,6,5.046919569,8,3,6.046919569,7,5,0
3,7.645406748,4.645406748,5.645406748,2.645406748,9.645406748,3,2.354593252,3,9,1,8,2,6,2,7.645406748,0
4,10.23692313,7,7.236923133,2,7,5,3,1,6.763076867,1,8,3,7,2,7.763076867,0
2,4,4,2.560797698,2,10.4392023,2,2,1.560797698,9,2,9,2,7,2.560797698,9,0
4,8,6,7,6.539262271,8.617786814,8,2.539262271,4,6.460737729,7.460737729,6.921475458,5,8.539262271,5,5.460737729,0
4.522105971,11,7.522105971,8,5,12,2,2.522105971,2.522105971,10,1.477894029,9,2.522105971,6.522105971,3.522105971,8,0
7.673937798,13.6521244,6.347875596,7.326062202,4,10.6739378,3.673937798,3,2,8,4,10.3260622,5,5,4,8.673937798,0
1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
2,7.529481897,4,5.529481897,3,13,3,3.529481897,2,10.5294819,1,8,2,6,2.529481897,8.529481897,0
3,4,5.824516672,6,2,7.175483328,5,3,1,7,0.175483328,8,2,7,2,8,0
2,6.862731571,3.137268429,4,1,7,5.862731571,3,1,6.862731571,0,8,2,7,1,7.862731571,0
5.617510097,11,5.617510097,6,4,10,2.382489903,4,2,10.6175101,5,11.6175101,5,3.617510097,5.617510097,10,0
4,8.209326475,6,7.209326475,6.790673525,10,7.790673525,3.209326475,4.41865295,6,7.41865295,5.790673525,5,9.41865295,4.790673525,4.790673525,0
3,8,5,6,5,8,7.08864328,6.91135672,4,6.91135672,6,8.91135672,4.82271344,7,6.91135672,4,0
2,3.39320569,4,5,1.39320569,8,6,3,1,7,0,8,2,7,1.39320569,8,0
6,10,7.193046447,7.193046447,7.193046447,7.806953553,8,6.386092895,4.806953553,6,5,8.193046447,4.613907105,7,7.193046447,5,0
3,2,5.017285478,4,2,8,2,2,2,6.982714522,2,7.982714522,2.017285478,7,2.017285478,7,0
2,3.103026396,3,2.103026396,1,11,2.103026396,2,1.103026396,9,2,9,1,6,2,8,0
1,1,2,1,0,7,4,2,0,6.826782782,2,8,2,7,1,8,0
4.573477013,6,6.573477013,5,5,8,8,3,5,7,8,7.573477013,5,9.426522987,4,6,0
3,4,5,3,2,10,1.199946246,2.800053754,1.800053754,9,2,9,2.800053754,6,2,8,0
5.110558505,8.221117011,6.110558505,6.110558505,6.110558505,8,8.889441495,6.889441495,4.110558505,6,5.889441495,8,3.221117011,7,7,5,0
2,6,4,4,2,11.78123478,3,3.781234777,2,10.78123478,1,8.218765223,2,6,2,8.781234777,0
4,9,6.918769718,7,3.081230282,12.08123028,2,4,2,11,1,8.918769718,3,7,3,9,0
3,5.311822219,5,5,4,9,7.688177781,3,4.311822219,6.311822219,8,6.688177781,4,10,3.688177781,5,0
4.609408268,8,6.609408268,7,6.390591732,9.390591732,7.390591732,3,4,6.609408268,7,6,5,9.609408268,4.390591732,5.609408268,0
3,9.726943266,5.273056734,7.726943266,4,12,3,1.273056734,2,9,2,9,2.726943266,6,2,8,0
3,8,5.406071028,5,2,7.406071028,5,3,1,7,1,8,2,7,2,7.406071028,0
5,8,6.92988705,6,6,8,9,7,4.92988705,6,6,8,3,7,7,4.07011295,0
2.336894511,4,4.673789021,6,2,7,5,3,1,7,0.663105489,8,2,7,2,8,0
2,1,3,1,0,7,4,2,0,7,2,8,2,7,1,8,0
4,10.96662345,6,7.966623447,2,7.966623447,5,3,1,7,0,8,3,7,2,8,0
4,10,7,7.975303369,3.975303369,13.95060674,3,4,3,11.97530337,0.024696631,8.024696631,2,6.024696631,2.024696631,9,0
4,9.185590037,7,6.592795019,5.592795019,9.592795019,5,2,5,10,2,5.407204981,2.592795019,6,4.778385056,8,0
3,6.247682484,5,4.247682484,2.247682484,11,2.752317516,2,2,9,2,9,2.247682484,6,3,9,0
2,3,3,1,1,8,2,2,1,7,2,8,2,6.690445793,2,7,0
2,2.741468441,4,2.258531559,1,6,2,2,2,5,2,8,2,6,2,6,0
4.28624382,6,6.28624382,5,5,8,8,3,4.71375618,7,8,7.28624382,5,9.71375618,3.71375618,6,0
5.148154137,13.14815414,5.148154137,7.074077069,4.074077069,10.92592293,2,4.074077069,2,11,4.074077069,11.07407707,5.074077069,3,4.148154137,10,0
6.660316543,9,8.660316543,8,7.660316543,5.679366915,7.660316543,2.660316543,4.660316543,7,8,10,8,7.660316543,4,8,0
2,8,4,5,2,6.477442396,5.477442396,3,1,6,0.522557604,8,2,7,2,7,0
3,7.372183883,6,5.372183883,4,11.62781612,2.627816117,2,2,9,2,8.372183883,3.627816117,5,2.372183883,8,0
2.126876081,6,4.126876081,4,2,8,2.873123919,2,2,7,1,8,2,6.873123919,3,7,0
5.499807102,8.499807102,7.999614205,7.499807102,6.999614205,8.500192898,7.499807102,3,4.499807102,7,7,6.999614205,5,9.000385795,4,5.500192898,0
3,8,5,5,2,7,4.121745358,3,1,7,1,8,2.878254642,7,2,7.878254642,0
2.125615646,7,4.125615646,4,2,7,4,3,1.874384354,6,1,8,3,6,2,7,0
3,5.239144807,5,3.239144807,2.239144807,8,2,2,2,7,1.239144807,8,2,6,2,7,0
1,0,2,0,0,7.190287138,3,2,0,7,2,8,2,6,1,8,0
3,10.75834657,6,8,4,12,2,2.241653434,2.241653434,9.241653434,2,9,2,6,3.241653434,8,0
3,7.182007141,5.591003571,5.182007141,3.591003571,8,5.408996429,2,4,6.817992859,2,5.591003571,2,6,2,6.408996429,0
3,4.315785052,5.315785052,3.315785052,2,10,2,2,2,8,2,9,4,5.315785052,2,9,0
3.182653296,9,5.182653296,7,3.182653296,12,3,3,2.817346704,10,1,9,2,6.182653296,2.182653296,8,0
2,4,3,3,1,10.91399052,2.913990517,3,2,10.91399052,2,9,1.086009483,6,2,8.913990517,0
5.207480637,9.414961275,5.207480637,5.207480637,3.207480637,10,2,4,2,11,5,12,5,3.207480637,5.207480637,10,0
2,6,4,4,2,11,3,2.708138936,2,9.708138936,1.291861064,9,2,6,2,8,0
2,7,4,5,3,12.47319146,3.526808538,3,2,9.473191462,1.526808538,8.526808538,2,6,2,8,0
3,8,5,6,3,8.711803607,3,1.288196393,2,7,1.711803607,8,2,6,2.288196393,7,0
1,1,2,1,0,7.692358535,4,2.307641465,0,7,1,8,2,7,1,8,0
4,5,6,4,4,8,7.589229016,3,4.410770984,6.410770984,7.410770984,7.410770984,5,8.410770984,3.589229016,5.410770984,0
2,6.511376907,4,4.511376907,2,12,2.511376907,4,3,12,2,9.488623093,2,6,3,9,0
2,1,4,2,1,8.306767036,2,2,1,7.306767036,2,8,2,6,2.693232964,6.306767036,0
4,11,6.860861563,8,4,12,2,3.139138437,3,10.13913844,1.860861563,9,3,7,3.860861563,9,0
3.080515458,9,5.080515458,6.080515458,4,8,2,1,2,6,2,7.080515458,2.919484542,6.080515458,3.919484542,6.919484542,0
3,8,5,6,3,12,3,3,2,11,1.196116497,9,2,6,2,9,0
5.532520756,9,7.532520756,8,6.532520756,6.532520756,7.467479244,2,4,7,7.532520756,9.532520756,8,7,4,8,0
3,2.230569507,5.884715247,3.884715247,2,10,2,2,1.884715247,9,1.115284753,8.115284753,2,6,2,8,0
3,6.299886157,5.700113843,4.299886157,3.299886157,7.299886157,5,1.700113843,3,6.299886157,2,6,2,6,3.299886157,5,0
6,10.27400598,8,8,8,7.274005984,8.274005984,8,4.274005984,6,5.274005984,8.725994016,3,7,8,4.725994016,0
2.37869275,3.62130725,4.37869275,4.62130725,1,8,6,3,1,7,0.37869275,8,2,6.37869275,1,8,0
2.873330911,6,4.873330911,4,2,8,2.126669089,2,2,7,1,8,2,6,2.873330911,6.873330911,0
3,7,5,5,3,10,2,2,2,9,1.749576549,8,2,6,3.749576549,8,0
1,0,2,0,0,7.486046998,4,2,0,7,2,8,2,7,1,8,0
3,7,5,5,3,11,2.013207312,2,2,8.013207312,2.986792688,9,3,5,2.986792688,8,0
1.535994724,3,2.535994724,1,1,7,2,2,1,6.464005276,2,7.464005276,1,6,1,7,0
4.443904869,9,6.443904869,8,6.221952434,7,7.778047566,2,4,7,7.221952434,8.443904869,8,6.221952434,4,7.221952434,0
2.731971707,7,4.731971707,5,2,9,3,2.731971707,2.731971707,7.268028293,1.731971707,8,2.731971707,6,3,8,0
1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
5.545294579,9.090589159,7,6.545294579,6.545294579,8,8.454705421,6.454705421,5,6,5.454705421,8,4.090589159,7,7,4.545294579,0
5,8,8,7,7,7.436637195,7,2,5,7,8.563362805,9.12672561,5,10.56336281,3,6.563362805,0
2,3.380164358,4,2.380164358,1.380164358,8,2,2,2,7,2,8,2,6,2,7,0
3,2,5,4,2,8,2,2,2,7,1.386301537,8,2,6.386301537,2,7,0
1.982192039,1,3,2,1,8.982192039,2.982192039,2,2,8,2,8,1.982192039,6,2,7.982192039,0
4.461598004,9,6.461598004,7,5,8,2,2.538401996,1.461598004,6.538401996,2,7.538401996,4.076803992,8,5.076803992,7,0
5,8.04733373,6.95266627,6.04733373,6.04733373,8,8.95266627,7.04733373,4.95266627,6,6,8,3,7.04733373,7.04733373,4,0
5.589118954,9.821762093,4.589118954,5.410881046,3,8.821762093,2.589118954,3,1.589118954,7.821762093,4,11.58911895,4.178237907,4.589118954,4,7.410881046,0
3,9,5,6.053095815,3,9,3,2,2.946904185,7.053095815,1,8,2,6,2.053095815,7,0
4,6.550029847,6,6,5,7.550029847,8,2,4,7,7,8.449970153,5,7,3.550029847,5.899940307,0
3,8.209688965,4.790311035,6,3,6.209688965,4,3,0.209688965,6,2,7.209688965,2,7,2.209688965,7.209688965,0
2,3,3.967711485,2,1.967711485,9,1.032288515,2,1,8,2,10,1.967711485,6,2,7.032288515,0
4.501878084,6.501878084,5.501878084,4.501878084,5.501878084,7.501878084,6.501878084,7,4,7,6,8.498121916,2,8.498121916,8,3.498121916,0
3,7,5.240076386,5,3,11,2,3,2,10,2,9,2,6,3,8.240076386,0
5,9.770747241,8.229252759,7.770747241,6,5.770747241,5,2,4,3.770747241,2,7,6,7,6.229252759,3.541494483,0
6.932541424,11,6.932541424,6,4.966270712,10,3,4.966270712,2,10,5,11,6.932541424,2.033729288,5.966270712,10,0
3.209770725,6.790229275,5.209770725,5.790229275,4.209770725,6.41954145,8,2,4,7,7.209770725,8.790229275,5,8.790229275,3.209770725,6.790229275,0
3,5,4.079219208,4,3.079219208,7.920780792,8,2.079219208,4,7,8,8,4.079219208,9.079219208,3,6,0
2,6.126946518,3.126946518,4.126946518,2,8.873053482,4.873053482,2,0.126946518,7.873053482,1.873053482,8,2,6,1,8,0
3.050544125,6,5.050544125,5,4.050544125,8.949455875,7.050544125,3,5,7,8,6.050544125,4.050544125,10,3.050544125,5.050544125,0
5,7.103187102,7.103187102,6.103187102,6.103187102,5.206374205,7.896812898,2.896812898,5,7,8.103187102,10.8968129,6.793625795,9.206374205,3,7.896812898,0
3,7.443290334,5,5.443290334,2,11.55670967,2.556709666,4,3,11,2,10,2,6,3,8.556709666,0
3,8,5,6,3,9,2.662035478,1.337964522,2.337964522,7.337964522,2,8,2,6,2.337964522,7,0
3,8.986555668,5,5.986555668,2,6,4.986555668,3,1,6,1,8,2,7,2,7,0
4,8.468644446,6,7.468644446,6,7,8,2,4,7,7.531355554,8,6.405933337,7.062711108,4.531355554,6.468644446,0
2.073228338,6,5.073228338,4,3,6.073228338,5,1.073228338,3,5.073228338,2,6.926771662,2,6,3,4.073228338,0
4.562306818,10,8.124613636,7.562306818,6.562306818,10.56230682,5,1.437693182,5,9.437693182,1.437693182,5,3,6.562306818,5.437693182,8.562306818,0
4,8.529755248,6.529755248,6.529755248,5,8.470244752,5,2,4.470244752,6.940489504,1,5.470244752,3,4.529755248,3.529755248,5.940489504,0
3,5.703341602,5,3.703341602,2,8,2,2,2,7,1,8,2,6,2.703341602,7,0
4,5,6.116091677,7,2,7,4.232183353,3,0.883908323,7,0.883908323,8,3,7,1.883908323,8,0
2.996842127,3.003157873,4.996842127,5.003157873,2,6.003157873,3,3,3,6.003157873,1.996842127,7.003157873,3,6,3,7.003157873,0
4.260652882,9,4.260652882,4.260652882,2.260652882,10,2,4,2,11,5,12,4.260652882,3.739347118,5,10,0
3,3,5,4,1,7,5.390855516,3,0,7,0.609144484,8,2,7,1.609144484,8,0
2,7,4,5,3,11,3,2,2,9,2,9,1.606439069,6,2.606439069,8,0
4,10,5.915903297,7.915903297,4,7,5,3,0.915903297,7,1,8,2,7,2.084096703,8,0
3.668195026,10.33180497,6.336390052,8,3.668195026,13.66819503,3,4,3,12,0.331804974,8.331804974,2,6,2.331804974,9,0
3,2,5.841905702,4,2,10,2,2,2,9,1,8,2,6,2.158094298,8,0
4.992121096,11,7.992121096,8,5,12,2,2.992121096,2.992121096,10,1.007878904,9,2.992121096,6.992121096,3.992121096,8,0
3,7,5,5,3,12,2.403109351,3,2,10,1.596890649,9,2,6,2.596890649,8,0
6.939211458,12.81763437,6.939211458,6.878422916,3.939211458,12,3,6,2,12,2,10,4.939211458,3,3.939211458,10,0
8.050993718,15,7,8,4,8,2,3,2,8,4.949006282,12,5,4.050993718,5,5.101987436,0
4.243430931,9,6.243430931,7,5,8,2,2.756569069,1.243430931,6.756569069,2,7.756569069,4.513138138,8,5.513138138,7,0
5.37706894,6.37706894,7.37706894,5.37706894,5.37706894,7.62293106,7.62293106,3,4.75413788,7,8,8.37706894,5,9.37706894,3,6,0
1,0,2,0.108390351,0,7,4,2,0,7,2,8,2,7,1,8,0
5.921943372,10,7.921943372,8,8,7.078056628,7.921943372,8,4,6,5.078056628,8.921943372,3,7.078056628,8,4.843886743,0
3,7.885214948,5,5.885214948,3,12,2,3,2,10,2,9,2,6,3,8,0
5,9.997993259,7.498996629,7.498996629,5,8,2,2,2.498996629,6,1.501003371,7,3,7.501003371,4,7,0
2.02972784,6.02972784,5,4.02972784,3,6,4.940544319,1.02972784,2.97027216,4.97027216,2,7,2,5.97027216,2.97027216,4.059455681,0
3,9,5,7,3.535953323,9,3,1.464046677,2,7.464046677,1.535953323,8,2,6,3.535953323,7,0
6,7.586163202,8,6.586163202,6.586163202,6.413836798,7,3,5.413836798,7,8,9.586163202,6.758489605,10.5861632,3.586163202,6.586163202,0
4,10.97289849,6,7.972898494,2.972898494,9,3.027101506,3,2.972898494,8,1,8.972898494,3,6.027101506,3,8.972898494,0
3.406014582,8.406014582,6,5.406014582,2,6,4.593985418,3,0.406014582,6,1,8,2.406014582,7,2,7,0
2,3.942652161,4,2,1.942652161,10.94265216,2,3,2,10,2,10,2,6,2,8.942652161,0
3,7,5,5,3,10.13268429,3,2,2,8,2,9.86731571,3,4.86731571,2,8,0
3.663654394,11,5.663654394,8,3.663654394,12.33634561,2.336345606,4,3,11.33634561,1,9,2.663654394,6.663654394,3,9,0
2,7,4,5,3,12,3.975349679,2.975349679,2,9,2,9,2.024650321,6.024650321,2.024650321,8.024650321,0
8.82731337,15,6.82731337,8,4,8.17268663,2.17268663,3,2,8,4,11.82731337,5.17268663,4.82731337,5,7.17268663,0
2,7,4,4,2,7,3.642996212,3,2,6.357003788,1.357003788,8,3,6.357003788,2,7.357003788,0
5.527276693,10.52727669,7.527276693,8.054553387,8.527276693,8,6.054553387,8,3.472723307,7.472723307,6,8,3,8.472723307,8.527276693,3,0
4,10.19476888,6,8,4,7,5,3,0.80523112,6.80523112,1,8,2,7,1.80523112,8,0
3,7,5,5,3,11,2.884800479,2,2,9,2,9,3,5.115199521,2.115199521,8.115199521,0
3.880735337,7.119264663,6.880735337,5.119264663,4.880735337,7.119264663,5.880735337,2,4,6,1.119264663,6,2.880735337,5.119264663,2.880735337,6.880735337,0
4.791485985,7,6.791485985,6,5.791485985,8.791485985,8,2.791485985,4,7,7,8,5,6.208514015,4.791485985,4.208514015,0
2,4,4,3,2,10,2,2,2,9,2,9,2,6,2,8,0
2,4,4,5.56945803,2,7.43054197,5.43054197,3,1,7,0.56945803,8,2,7,2,8,0
2,1,3,1,0.976201454,7,4,2,0,7,2,8,2,6.023798546,1.976201454,8,0
3,8,4.703578219,6,3,8.703578219,3,1.296421781,2,7,1.703578219,8,2,6,2,7,0
3,5,5,7.728368966,2,7,6.271631034,3,1,6,0,8,2.271631034,7,1,8,0
3.113715707,10.11371571,6.113715707,7.113715707,2.113715707,7,3.113715707,3,2.886284293,7,1,8,3,6,3,7.113715707,0
5,11.86231441,5,6,4,10.86231441,2.137685589,4,2,10.86231441,4.137685589,11,5,3.862314411,5,10,0
1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
7.869711528,12,6,6.130288472,3,10.26057694,1.130288472,2.130288472,1.869711528,10,4,11.86971153,3.130288472,4.869711528,4,8.130288472,0
2.625631148,9,4.625631148,6,3,10.37436885,2.625631148,1.625631148,2,8.374368852,3,9.625631148,2,6,3,7.374368852,0
2,4,4,3,1.864726373,8,2,2,2,7,2,8,2,6,2,7,0
3.75911492,7,4.75911492,5,3,8,2.24088508,2,2,6.24088508,2,8,2,6,3,6.24088508,0
2,7,4,5,3,11.41616888,3.416168875,2.416168875,2,9,2,9,2,6,2.583831125,8,0
1.915555843,3,2.915555843,1,1,7,2,2,1,6.084444157,2,7.084444157,1,6,1,7,0
1.512401157,3,2.512401157,1,1,11,2.487598843,3,1.487598843,9.487598843,2,9,1,6,1.512401157,8,0
3,8,5,6,3,12,2,3,2,10.44384091,2,9,2,6,2.443840906,8.443840906,0
1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
2,5.464964588,3.535035412,4,2,11,2.464964588,2,2,9,2,9,2,6,2,8,0
3.452397463,5.547602537,5.452397463,4.547602537,4,9,7.452397463,3,4.547602537,6.547602537,7.547602537,6.452397463,4,9.547602537,3.452397463,5.452397463,0
2,5.952100208,4,4,2,11,3,3,2,10,1.047899792,9,2,6,2,8,0
6.915253087,10.95762654,6.915253087,6,3.957626543,10,1.042373457,4,2,11,6,13.95762654,4.042373457,4.957626543,5,10.95762654,0
2.744144732,8,4.744144732,5.255855268,2,7.255855268,4,3,1.255855268,7,1,8,3,7,2,8,0
4,11,7,8,2.400012465,7,4.599987535,3,1.400012465,6.400012465,1,8,3,6.599987535,2.400012465,7.400012465,0
4,7.102191384,6,5.102191384,2.102191384,8.102191384,3,2.897808616,3,8.897808616,1,8,2,6.897808616,3,7,0
4,5.340329815,6,4.340329815,4.340329815,8,7.340329815,2.659670185,4.659670185,7,8,8,5,8.659670185,3.340329815,6,0
3,9,5,7,3,11.8933024,3,3.893302397,3.106697603,11,1.106697603,9,2,6,3,8.893302397,0
3,9.940411905,5,7.880823811,3.940411905,6,3,1.059588095,2.059588095,5,2,8,2,5.059588095,3,6,0
4,8,5.635173672,6,4,8,3,1.635173672,2,6,2,7.364826328,2,6,2,6.635173672,0
3,4.273340119,5,3.273340119,2,10,2,2,2,8,2,9,3.726659881,5,2,8.726659881,0
3,7,4.550524329,5,3,8,2.449475671,2,2,7,2,7.449475671,2,6,3,6.449475671,0
2,7,4,5,3,11,3,2,2,9,2,9,1.755375061,6,2.755375061,8,0
3.562252035,9,5.562252035,7,4,12,2,3,3,10,2,9,2.437747965,6.87549593,4,8.437747965,0
3.852364512,8,6.852364512,6,4.852364512,9.147635488,5,1.852364512,4.852364512,9.704729025,2,6,2,6.147635488,3.147635488,8,0
2,2,4,3.262845273,2,8,2,2,2,8,1.262845273,8,2,6,2.262845273,7,0
2,1,3,1,0,7,4,2,0,7,1.757275424,8,2,6.757275424,1,7.757275424,0
4.031450836,8.968549164,6.062901671,7.968549164,6.031450836,7.031450836,7.968549164,2,5.968549164,7,8,8.968549164,5,10.96854916,3,6.968549164,0
3,6.258339456,5,4,2.741660544,7.741660544,4.741660544,3,0.258339456,7,1,8,2,6.258339456,1.258339456,8,0
2,4,3,3,1,10.46119466,2.461194665,3,2,10.46119466,2,9,2,6,2,8.461194665,0
3.63103959,9,6,6.36896041,3,11,2,3,3,10,2,9,2,6,3,8,0
4.095222096,10.0952221,7.190444191,7.095222096,6.095222096,10,5,1.904777904,5,9.904777904,1.904777904,5,3,6.095222096,5.809555809,8,0
6.998256897,13.0017431,5.998256897,8,4,8.001743103,2.003486207,3,2,8,4,11.9982569,5.001743103,5.001743103,4,7.001743103,0
3,8,5,6,3,11.31766309,3,3,2,10.31766309,2,9,2,6.682336907,2.682336907,9,0
3,4,5,3,2,10,2,2,1.35634528,9,2,9,2,6,2,8,0
